gene	seqnames	start	end	width	strand	CI.start	CI.end	genoT	filenames	freq	n()	alleleFreq
BLM	chr11	114875654	114880512	4859	*	114855151	114967415	wc-cc	blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr11	116407333	116418186	10854	*	116301803	116488547	cc-wc	blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr12	4243354	4245982	2629	*	4038816	4499640	cc-ww	blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr12	44440215	44570096	129882	*	44322928	45152389	ww-cc	blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr15	72620341	72649089	28749	*	72604830	72720918	cc-wc	blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam.RData	42	76	55.26
BLM	chr15	74059454	74134772	75319	*	73884278	74176112	wc-cc	blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam.RData	40	76	52.63
BLM	chr16	65218346	65277998	59653	*	63563278	65535308	ww-cc	blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr9	136352615	136401169	48555	*	136226235	136592286	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr9	136595589	136596414	826	*	136551731	136682246	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr10	117960853	117983753	22901	*	117944538	118010359	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr11	104972098	104976933	4836	*	104945749	105069141	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr11	133334754	133336463	1710	*	133291706	133351264	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr13	71798325	71803194	4870	*	71770292	71842029	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr15	60799886	60812805	12920	*	60768908	60833869	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam.RData	22	76	28.95
BLM	chr16	21355106	21504979	149874	*	21196762	21527000	cc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam.RData	19	76	25
BLM	chr16	22698828	22727829	29002	*	22686571	22909219	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam.RData	22	76	28.95
BLM	chr18	8750134	8752247	2114	*	8678055	8794636	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr22	23288358	23290967	2610	*	23281944	23340834	cc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	27	76	35.53
BLM	chr22	35131745	35132832	1088	*	35121751	35150272	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chrX	103867158	103887997	20840	*	103857815	104062866	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	9	76	11.84
BLM	chrX	104151103	104163295	12193	*	103956017	104169690	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	9	76	11.84
BLM	chrX	149650934	149681162	30229	*	149610876	149694870	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chrX	149721902	149801641	79740	*	149695561	149831716	cc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr1	63354134	63399928	45795	*	63327554	63435861	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr3	103680326	103710668	30343	*	103648735	103747338	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr3	107005614	107025255	19642	*	106969984	107075691	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr3	155714219	155732402	18184	*	155705334	155753601	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr4	43472735	43490242	17508	*	43419026	43559643	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr4	176161725	176181368	19644	*	176152827	176201823	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr6	23562722	23576993	14272	*	23521737	23606182	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr6	97094650	97113426	18777	*	97056168	97123755	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr7	15583176	15594824	11649	*	15518035	15655049	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr7	137071063	137078950	7888	*	137017846	137098958	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr9	85518606	85521592	2987	*	85480737	85542101	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr9	130801106	130824401	23296	*	130769888	130855404	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	31	76	40.79
BLM	chr12	88557577	88642557	84981	*	88517784	88696553	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr15	72625140	72630650	5511	*	72595092	72676062	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	42	76	55.26
BLM	chr15	74059730	74060820	1091	*	74030964	74115255	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	40	76	52.63
BLM	chr19	8250456	8253954	3499	*	8218892	8375362	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr22	23280564	23281979	1416	*	23255241	23348540	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	27	76	35.53
BLM	chrX	130714889	130726986	12098	*	130693939	130767601	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr1	243467293	243470028	2736	*	243450038	243491746	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr3	71672820	71740252	67433	*	71660085	71760441	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr3	99621350	99623140	1791	*	99608164	99654392	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr6	456423	463614	7192	*	356253	472124	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr6	41519381	41541927	22547	*	41512250	41582390	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr6	99337688	99340091	2404	*	99288415	99353235	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr8	88638215	88641630	3416	*	88481813	88655247	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	3	76	3.95
BLM	chr8	88654385	88655261	877	*	88643125	88675797	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	3	76	3.95
BLM	chr8	137066847	137067875	1029	*	137052888	137081140	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr8	137149892	137150428	537	*	137108301	137617620	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr8	143974431	143993323	18893	*	143685798	144011769	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr8	144047721	144057597	9877	*	144025637	144106916	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr9	96648689	96654024	5336	*	96633623	96667373	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr10	21702384	21734145	31762	*	21688636	21761856	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr10	29408392	29408559	168	*	29366827	29428368	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr10	47646678	47657537	10860	*	47525608	47755236	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr11	83601073	83608813	7741	*	83579068	83613256	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr11	128188363	128190191	1829	*	128183168	128205831	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr14	68979553	68981815	2263	*	68961136	68995662	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr15	50087763	50111011	23249	*	50059909	50120887	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr15	99904874	99906043	1170	*	99881295	99914478	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr16	21399306	21479719	80414	*	21314161	21529322	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	19	76	25
BLM	chr16	22627143	22631279	4137	*	22611915	22639956	cc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	22	76	28.95
BLM	chr17	49001900	49010669	8770	*	48989408	49074971	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr1	10339591	10371497	31907	*	10319145	10382374	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr3	1478543	1491258	12716	*	1466699	1508244	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr5	113749433	113757832	8400	*	113454274	113782884	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	3	76	3.95
BLM	chr5	113866034	113868548	2515	*	113816583	113911329	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	3	76	3.95
BLM	chr5	172529513	172536074	6562	*	172462335	172674446	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr5	173010237	173012438	2202	*	173002085	173057105	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr6	559680	576313	16634	*	525383	619689	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr8	9561097	9563203	2107	*	9552923	9579290	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr9	100621736	100623230	1495	*	100602094	100635548	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr9	130804348	130808715	4368	*	130798081	130828451	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	31	76	40.79
BLM	chr13	47835535	47842463	6929	*	47824700	47865146	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr15	60802302	60838358	36057	*	60773448	60887325	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	22	76	28.95
BLM	chr15	89219808	89224599	4792	*	89162977	89236988	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	19	76	25
BLM	chr16	21514544	21526091	11548	*	21301471	21532649	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	17	76	22.37
BLM	chr16	22635710	22635842	133	*	22404705	22648897	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	22	76	28.95
BLM	chr16	22655457	22666864	11408	*	22645976	22736836	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	22	76	28.95
BLM	chr17	60807356	60833408	26053	*	60790023	60871013	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr18	41619755	41626359	6605	*	41576860	41671649	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr21	18215325	18224049	8725	*	18199876	18242175	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr22	23277316	23280207	2892	*	23226473	23325715	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam.RData	27	76	35.53
BLM	chr1	16494742	16497230	2489	*	16486615	16604749	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr1	16786556	16892082	105527	*	16634881	16898539	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr1	219207018	219211284	4267	*	219194174	219219449	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr4	5189486	5189855	370	*	5185238	5194542	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr4	18776631	18781874	5244	*	18772552	18786219	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr5	121542865	121543554	690	*	121501436	121573887	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr6	370264	375310	5047	*	368056	377008	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr8	18126826	18128060	1235	*	18122353	18136291	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr8	18154085	18154463	379	*	18136405	18209707	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr10	46245022	46249748	4727	*	46237959	46537670	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	5	76	6.58
BLM	chr10	46560978	46597643	36666	*	46557880	46640931	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	5	76	6.58
BLM	chr10	61215437	61225682	10246	*	61207569	61237931	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr12	17635743	17649936	14194	*	17632791	17813951	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr12	17902865	17910614	7750	*	17837659	17929035	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr12	25760025	25768321	8297	*	25735355	25773298	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr12	115928678	115930100	1423	*	115906459	115936964	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr16	14686174	14808048	121875	*	14648170	14891994	cc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr16	15417702	15445739	28038	*	15127813	15480378	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr16	21463757	21487345	23589	*	21330168	21505967	cc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	19	76	25
BLM	chr16	22690500	22695016	4517	*	22687243	22699432	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	22	76	28.95
BLM	chr16	28306967	28322324	15358	*	28297601	28530569	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	3	76	3.95
BLM	chr16	28874127	28874189	63	*	28620868	28883450	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr19	5983412	6007239	23828	*	5978008	6010067	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr21	42242201	42243084	884	*	42231966	42256031	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chrX	74822209	74822471	263	*	74805565	74832024	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chrX	103944622	103988416	43795	*	103908476	104006059	cc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	9	76	11.84
BLM	chrX	104083718	104091926	8209	*	104012644	104130738	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam.RData	9	76	11.84
BLM	chr3	131995147	132002160	7014	*	131974973	132010794	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr4	15734744	15740209	5466	*	15730162	15748717	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr4	43203238	43205318	2081	*	43194480	43221211	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr6	381526	382447	922	*	379946	390677	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr6	22984712	22985125	414	*	22971833	23006526	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr6	87180277	87180356	80	*	87167695	87190639	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr6	145969294	145973609	4316	*	145957963	145997279	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr8	7158988	7159008	21	*	7149935	7253669	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	3	76	3.95
BLM	chr8	8193630	8232429	38800	*	8171204	8240909	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr9	130805791	130808823	3033	*	130776252	130845718	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	31	76	40.79
BLM	chr10	46328245	46361713	33469	*	46321375	46538393	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	6	76	7.89
BLM	chr10	46768039	46791602	23564	*	46708054	46811687	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr11	77680793	77682941	2149	*	77659413	77691451	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr12	17659374	17666695	7322	*	17652311	17861484	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr12	17865371	17873318	7948	*	17766370	17880744	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr16	14641083	14670485	29403	*	14632658	14995778	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr16	15321836	15399835	78000	*	15304570	15440394	cc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr16	21548554	21551743	3190	*	21531272	21554290	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	17	76	22.37
BLM	chr16	22665465	22665559	95	*	22406068	22673811	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	22	76	28.95
BLM	chr16	22746535	22752819	6285	*	22680604	22757367	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	22	76	28.95
BLM	chr16	28303697	28319505	15809	*	28273668	28484839	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	3	76	3.95
BLM	chr16	28817572	28839168	21597	*	28633284	28884885	cc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr18	64859071	64861671	2601	*	64849082	64870879	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr19	24320931	24323349	2419	*	24272606	24331958	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	5	76	6.58
BLM	chr19	24891657	24897365	5709	*	24407467	24907414	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	3	76	3.95
BLM	chr21	30367057	30375501	8445	*	30355259	30381749	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr13	73675378	73686065	10688	*	73671049	73707882	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr15	34304714	34305438	725	*	34282672	34328039	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr15	72634669	72649108	14440	*	72625051	72683106	cc-wc	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam.RData	42	76	55.26
BLM	chr15	74073329	74103810	30482	*	74042371	74116321	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam.RData	40	76	52.63
BLM	chr16	21578740	21581261	2522	*	21567041	21652585	cc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam.RData	17	76	22.37
BLM	chr16	22648154	22648778	625	*	22641551	22659203	ww-cc	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam.RData	22	76	28.95
BLM	chrX	7417136	7438626	21491	*	7398999	7459315	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chrX	92632600	92657690	25091	*	92581504	92679480	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr1	14349567	14365523	15957	*	14312022	14373299	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr2	192884341	192890421	6081	*	192842406	192937564	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr4	90876829	90910713	33885	*	90842872	91003433	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr6	32757837	32821434	63598	*	32710809	32867453	wc-cc	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr7	112795681	112811438	15758	*	112783723	112843964	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr8	3814032	3816815	2784	*	3756844	3826813	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr8	6047748	6050664	2917	*	6000326	6063732	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr8	8453240	8465363	12124	*	8438887	8485236	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	4	76	5.26
BLM	chr8	10588343	10593148	4806	*	10566582	10643338	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	1	76	1.32
BLM	chr8	63901445	63905556	4112	*	63879882	63922294	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr8	63970377	63980866	10490	*	63908972	64135593	ww-wc	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	2	76	2.63
BLM	chr8	75474798	75478335	3538	*	75453045	75500628	wc-ww	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam.RData	6	76	7.89
